bldStatus,bldStatusId,bldBlkTot,bldBlk,bndrywallType,bndryWallTypeId,clsrmsInst,othrooms,clsrmsGd,clsrmsGdPpu,clsrmsGdKuc,clsrmsGdTnt,clsrmsMin,clsrmsMinPpu,clsrmsMinKun,clsrmsMinTnt,clsrmsMaj,clsrmsMajPpu,clsrmsMajKuc,clsrmsMajTnt,toiletYn,toiletb,toiletbFun,toiletg,toiletgFun,toiletbCwsnFun,toiletgCwsnFun,urinalsb,urinalsg,handwashYn,handwashYnDesc,drinkWaterYn,drinkWaterYnDesc,handwashMealYn,handwashMealYnDesc,electricityYn,electricityYnDesc,solarpanelYn,solarpanelYnDesc,libraryYn,libraryYnDesc,playgroundYn,playgroundYnDesc,medchkYn,medchkYnDesc,rampsYn,rampsYnDesc,handrailsYn,handrailsYnDesc,stusHvFurnt,integratedLabYn,tinkeringLabYn,laptopTot,tabletsTot,tabletsFun,desktopFun,digiBoardTot,projectorTot,printerTot,internetYn,internetYnDesc,rainHarvestYnDesc,hmRoomYn,hmRoomYnDesc,ictLabYn,ictLabYnDesc,accessDthYn,accessDthYnDesc,rainHarvestYn,schoolId,yearId,yearDesc,stateId,districtId,districtName,blockId,blockName,schoolName
3-Government,3,4,4,5-No Boundary walls,5,6,6,4,0,0,0,0,0,0,0,2,0,0,0,1,1,1,1,1,0,0,1,1,2,2-No,1,1-Yes,2,2-No,1,1-Yes,2,2-No,2,2-No,2,2-No,2,2-No,2,2-No,9,NA,0,9,9,0,0,0,0,0,0,0,2,2-No,2-No,2,2-No,9,NA,2,2-No,2,2430362,10,2023-24,110,2008,KISHANGANJ,20097,POTHIA,PS RATAN PUR
3-Government,3,2,2,5-No Boundary walls,5,5,0,3,0,0,0,0,0,0,0,2,0,0,0,1,1,1,0,0,0,0,0,0,2,2-No,1,1-Yes,1,1-Yes,3,NA,2,2-No,2,2-No,1,1-Yes,2,2-No,2,2-No,9,NA,0,9,9,0,0,0,0,0,0,0,2,2-No,2-No,2,2-No,9,NA,2,2-No,2,2412451,10,2023-24,110,2008,KISHANGANJ,20101,KOCHADHAMAN,PS BIRWA RAFIQUETOLA
1-Private,1,13,13,1-Pucca,1,10,0,10,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1-Yes,1,1-Yes,1,1-Yes,1,1-Yes,2,2-No,1,1-Yes,2,2-No,1,1-Yes,1,1-Yes,2,2-No,0,9,9,0,0,0,0,0,0,0,2,2-No,2-No,2,2-No,9,NA,2,2-No,2,2410047,10,2023-24,110,2008,KISHANGANJ,20100,BAHADURGANJ,SARSWATI SHISHU MANDIR SUBHASH NAGAR
3-Government,3,3,3,1-Pucca,1,8,4,8,0,0,0,0,0,0,0,0,0,0,0,1,4,4,4,4,0,0,1,1,1,1-Yes,1,1-Yes,1,1-Yes,2,2-No,2,2-No,1,1-Yes,1,1-Yes,2,2-No,1,1-Yes,1,1-Yes,150,9,9,0,0,0,1,0,0,1,2,2-No,1-Yes,1,1-Yes,9,NA,2,2-No,1,2414973,10,2023-24,110,2008,KISHANGANJ,20101,KOCHADHAMAN,MS MAUDHO
3-Government,3,2,2,5-No Boundary walls,5,5,1,5,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,0,0,1,1,1,1-Yes,1,1-Yes,1,1-Yes,2,2-No,2,2-No,2,2-No,2,2-No,1,1-Yes,1,1-Yes,1,1-Yes,0,9,9,0,0,0,0,0,0,0,2,2-No,2-No,1,1-Yes,9,NA,2,2-No,2,2488906,10,2023-24,110,2008,KISHANGANJ,20100,BAHADURGANJ,NPS BAIRGACHHI
3-Government,3,2,2,5-No Boundary walls,5,5,5,3,0,0,0,0,0,0,0,2,0,0,0,1,1,1,1,1,0,0,1,1,2,2-No,1,1-Yes,1,1-Yes,1,1-Yes,2,2-No,2,2-No,2,2-No,2,2-No,1,1-Yes,1,1-Yes,0,9,9,0,0,0,0,0,0,0,2,2-No,2-No,2,2-No,9,NA,2,2-No,2,2473844,10,2023-24,110,2008,KISHANGANJ,20097,POTHIA,PS GOA BARI
5-No building,5,2,2,5-No Boundary walls,5,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1-Yes,1,1-Yes,2,2-No,2,2-No,2,2-No,2,2-No,1,1-Yes,2,2-No,2,2-No,9,NA,0,9,9,0,0,0,0,0,0,0,2,2-No,2-No,1,1-Yes,9,NA,2,2-No,2,2484476,10,2023-24,110,2008,KISHANGANJ,20098,THAKURGANJ,NPS MATINTOLA
3-Government,3,1,1,1-Pucca,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1-Yes,1,1-Yes,2,2-No,2,2-No,2,2-No,2,2-No,2,2-No,2,2-No,2,2-No,9,NA,0,2,2,0,0,0,0,0,0,0,2,2-No,2-No,2,2-No,9,NA,2,2-No,2,2400324,10,2023-24,110,2008,KISHANGANJ,20096,TERHA GACHH,PROJECT GIRLS HIGH SCHOOL
3-Government,3,7,5,5-No Boundary walls,5,12,1,12,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1-Yes,1,1-Yes,2,2-No,2,2-No,2,2-No,2,2-No,2,2-No,2,2-No,1,1-Yes,2,2-No,0,9,9,0,0,0,0,0,0,0,2,2-No,2-No,1,1-Yes,9,NA,2,2-No,2,2453514,10,2023-24,110,2008,KISHANGANJ,20095,KISHANGANJ,PS RUIDHASA
1-Private,1,2,2,1-Pucca,1,28,1,28,0,0,0,0,0,0,0,0,0,0,0,1,40,40,30,30,0,0,16,10,1,1-Yes,1,1-Yes,1,1-Yes,1,1-Yes,2,2-No,1,1-Yes,1,1-Yes,2,2-No,2,2-No,9,NA,850,1,1,3,0,0,23,0,2,5,1,1-Yes,1-Yes,1,1-Yes,9,NA,2,2-No,1,2405430,10,2023-24,110,2008,KISHANGANJ,20095,KISHANGANJ,SARSWATI VIDYA MANDIR
3-Government,3,2,2,1-Pucca,1,6,6,3,0,0,0,3,0,0,0,0,0,0,0,1,1,1,2,2,0,0,1,2,2,2-No,1,1-Yes,1,1-Yes,1,1-Yes,2,2-No,1,1-Yes,2,2-No,1,1-Yes,2,2-No,9,NA,144,9,9,0,0,0,0,0,0,0,2,2-No,2-No,1,1-Yes,9,NA,2,2-No,2,2460370,10,2023-24,110,2008,KISHANGANJ,20097,POTHIA,MS  MIRZA PUR
3-Government,3,1,1,5-No Boundary walls,5,3,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,2,2-No,1,1-Yes,1,1-Yes,2,2-No,2,2-No,2,2-No,2,2-No,1,1-Yes,1,1-Yes,2,2-No,0,9,9,0,0,0,0,0,0,0,2,2-No,2-No,2,2-No,9,NA,2,2-No,2,2437233,10,2023-24,110,2008,KISHANGANJ,20100,BAHADURGANJ,NPS BAISA JUREL
3-Government,3,2,2,5-No Boundary walls,5,5,0,2,0,0,0,0,0,0,0,3,0,0,0,1,0,0,1,1,0,0,0,1,1,1-Yes,1,1-Yes,1,1-Yes,2,2-No,2,2-No,1,1-Yes,2,2-No,2,2-No,1,1-Yes,2,2-No,0,9,9,0,0,0,0,0,0,0,2,2-No,2-No,2,2-No,9,NA,2,2-No,2,2465603,10,2023-24,110,2008,KISHANGANJ,20101,KOCHADHAMAN,NPS MATIN TOLA GARGAON
3-Government,3,2,2,1-Pucca,1,15,6,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,4,0,0,0,4,1,1-Yes,1,1-Yes,1,1-Yes,1,1-Yes,2,2-No,1,1-Yes,2,2-No,1,1-Yes,1,1-Yes,2,2-No,350,1,1,0,0,0,0,0,0,0,2,2-No,2-No,1,1-Yes,9,NA,2,2-No,2,2464598,10,2023-24,110,2008,KISHANGANJ,20100,BAHADURGANJ,"PROJECT GIRLS HIGH SCHOOL, BAHADURGANJ"
3-Government,3,1,1,5-No Boundary walls,5,6,0,6,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,0,0,2,2,2,2-No,1,1-Yes,2,2-No,1,1-Yes,3,NA,1,1-Yes,2,2-No,1,1-Yes,1,1-Yes,2,2-No,0,9,9,0,0,0,0,0,0,0,2,2-No,2-No,2,2-No,9,NA,2,2-No,2,2411700,10,2023-24,110,2008,KISHANGANJ,20100,BAHADURGANJ,PS BOCHAGARI
3-Government,3,1,1,2-Pucca but Broken,2,7,0,5,0,0,0,0,0,0,0,2,0,0,0,1,1,1,1,1,0,0,1,1,1,1-Yes,1,1-Yes,2,2-No,2,2-No,1,1-Yes,2,2-No,1,1-Yes,2,2-No,1,1-Yes,1,1-Yes,0,9,9,0,0,0,0,0,0,0,2,2-No,2-No,2,2-No,9,NA,2,2-No,2,2472554,10,2023-24,110,2008,KISHANGANJ,20097,POTHIA,PS GOGNATI
3-Government,3,10,10,5-No Boundary walls,5,10,10,10,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,2,2,1,1-Yes,1,1-Yes,2,2-No,2,2-No,2,2-No,2,2-No,1,1-Yes,2,2-No,2,2-No,9,NA,0,9,9,0,0,0,0,0,0,0,2,2-No,2-No,1,1-Yes,9,NA,2,2-No,2,2450795,10,2023-24,110,2008,KISHANGANJ,20098,THAKURGANJ,PS SABODANGI
1-Private,1,13,0,6-Others,6,13,9,0,0,13,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1-Yes,1,1-Yes,1,1-Yes,1,1-Yes,2,2-No,1,1-Yes,1,1-Yes,2,2-No,2,2-No,9,NA,400,9,9,1,0,0,1,0,0,1,1,1-Yes,"3-Yes, but not Functional",1,1-Yes,9,NA,2,2-No,3,2416335,10,2023-24,110,2008,KISHANGANJ,20099,DIGHAL BANK,SCIENCE ACADEMY TULSIYA
3-Government,3,2,2,1-Pucca,1,7,1,3,0,0,0,2,0,0,0,2,0,0,0,1,2,2,2,2,0,0,1,1,1,1-Yes,1,1-Yes,1,1-Yes,1,1-Yes,2,2-No,1,1-Yes,2,2-No,2,2-No,1,1-Yes,1,1-Yes,0,9,9,0,0,0,0,0,0,0,1,1-Yes,2-No,1,1-Yes,9,NA,2,2-No,2,2423758,10,2023-24,110,2008,KISHANGANJ,20099,DIGHAL BANK,PS GONGA MOHALLA
3-Government,3,3,3,5-No Boundary walls,5,14,4,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,4,0,2,0,2,1,1-Yes,1,1-Yes,1,1-Yes,1,1-Yes,2,2-No,1,1-Yes,1,1-Yes,2,2-No,1,1-Yes,1,1-Yes,430,1,2,0,0,0,1,2,2,1,1,1-Yes,2-No,1,1-Yes,9,NA,1,1-Yes,2,2401634,10,2023-24,110,2008,KISHANGANJ,20097,POTHIA,"PROJECT GIRLS HIGH SCHOOL, POTHIA"
3-Government,3,4,2,5-No Boundary walls,5,8,1,8,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,2,2-No,1,1-Yes,1,1-Yes,1,1-Yes,2,2-No,2,2-No,2,2-No,2,2-No,1,1-Yes,2,2-No,0,9,9,0,0,0,0,0,0,0,2,2-No,2-No,1,1-Yes,9,NA,2,2-No,2,2490348,10,2023-24,110,2008,KISHANGANJ,20095,KISHANGANJ,PS BOROBARI
3-Government,3,3,3,1-Pucca,1,11,0,5,0,0,0,0,0,0,0,6,0,0,0,1,1,1,1,1,0,0,1,1,1,1-Yes,1,1-Yes,1,1-Yes,1,1-Yes,2,2-No,1,1-Yes,1,1-Yes,1,1-Yes,1,1-Yes,1,1-Yes,509,9,9,0,0,0,10,0,1,1,2,2-No,2-No,2,2-No,9,NA,2,2-No,2,2448218,10,2023-24,110,2008,KISHANGANJ,20101,KOCHADHAMAN,MS MOHAN MARI
3-Government,3,1,1,5-No Boundary walls,5,5,1,3,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,1,1,2,2-No,1,1-Yes,1,1-Yes,2,2-No,2,2-No,1,1-Yes,2,2-No,2,2-No,2,2-No,9,NA,0,9,9,0,0,0,0,0,0,0,2,2-No,2-No,2,2-No,9,NA,2,2-No,2,2450309,10,2023-24,110,2008,KISHANGANJ,20097,POTHIA,NPS BAKHONALA
5-No building,5,0,0,5-No Boundary walls,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,2,2-No,1,1-Yes,1,1-Yes,2,2-No,2,2-No,2,2-No,2,2-No,1,1-Yes,2,2-No,9,NA,0,9,9,0,0,0,0,0,0,0,2,2-No,2-No,2,2-No,9,NA,2,2-No,2,2418372,10,2023-24,110,2008,KISHANGANJ,20100,BAHADURGANJ,N.P.S MEMBAR JAINUDDIN TOLA BHATABARI
3-Government,3,6,3,1-Pucca,1,8,1,8,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,2,2-No,1,1-Yes,1,1-Yes,1,1-Yes,2,2-No,2,2-No,2,2-No,2,2-No,1,1-Yes,2,2-No,0,9,9,0,0,0,0,0,0,0,2,2-No,2-No,1,1-Yes,9,NA,2,2-No,2,2435037,10,2023-24,110,2008,KISHANGANJ,20095,KISHANGANJ,P.S. SAGWANBARI
1-Private,1,7,4,1-Pucca,1,13,1,13,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,0,0,2,2,1,1-Yes,1,1-Yes,2,2-No,2,2-No,2,2-No,2,2-No,2,2-No,2,2-No,1,1-Yes,2,2-No,0,9,9,0,0,0,0,0,0,0,2,2-No,1-Yes,1,1-Yes,9,NA,2,2-No,1,2493536,10,2023-24,110,2008,KISHANGANJ,20095,KISHANGANJ,SCOTTISH MODEL SCHOOL
3-Government,3,3,3,1-Pucca,1,8,0,8,0,0,0,0,0,0,0,0,0,0,0,1,2,2,4,4,0,0,2,4,1,1-Yes,1,1-Yes,1,1-Yes,1,1-Yes,2,2-No,2,2-No,1,1-Yes,2,2-No,2,2-No,9,NA,500,9,9,0,0,0,0,0,0,0,2,2-No,2-No,2,2-No,9,NA,2,2-No,2,2479968,10,2023-24,110,2008,KISHANGANJ,20101,KOCHADHAMAN,MS MOHRA
3-Government,3,2,2,5-No Boundary walls,5,6,0,3,0,0,0,0,0,0,0,3,0,0,0,1,1,0,1,1,0,0,0,0,1,1-Yes,2,2-No,1,1-Yes,2,2-No,2,2-No,1,1-Yes,2,2-No,2,2-No,2,2-No,9,NA,0,9,9,0,0,0,0,0,0,0,2,2-No,2-No,2,2-No,9,NA,2,2-No,2,2458779,10,2023-24,110,2008,KISHANGANJ,20096,TERHA GACHH,NPS BAKSI TOLA JHALA CHARGHARIA
3-Government,3,1,0,5-No Boundary walls,5,3,3,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,1,1,1,1-Yes,1,1-Yes,1,1-Yes,1,1-Yes,2,2-No,2,2-No,2,2-No,2,2-No,1,1-Yes,1,1-Yes,0,9,9,0,0,0,0,0,0,0,2,2-No,2-No,1,1-Yes,9,NA,2,2-No,2,2440329,10,2023-24,110,2008,KISHANGANJ,20097,POTHIA,NPS MERIA NOORI IDGHA
3-Government,3,19,19,1-Pucca,1,19,19,19,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,5,0,0,0,5,1,1-Yes,1,1-Yes,2,2-No,2,2-No,2,2-No,1,1-Yes,1,1-Yes,1,1-Yes,2,2-No,9,NA,2400,2,2,0,0,0,0,0,0,1,2,2-No,2-No,1,1-Yes,9,NA,2,2-No,2,2438395,10,2023-24,110,2008,KISHANGANJ,20098,THAKURGANJ,"PROJECT GIRLS HIGH SCHOOL, THAKURGANJ"
3-Government,3,3,3,1-Pucca,1,7,1,2,0,0,0,3,0,0,0,2,0,0,0,1,1,1,1,1,0,0,1,1,1,1-Yes,1,1-Yes,1,1-Yes,1,1-Yes,2,2-No,1,1-Yes,1,1-Yes,2,2-No,1,1-Yes,1,1-Yes,0,9,9,0,0,0,0,0,0,0,1,1-Yes,2-No,1,1-Yes,9,NA,2,2-No,2,2432866,10,2023-24,110,2008,KISHANGANJ,20099,DIGHAL BANK,PS BUAL DAH
3-Government,3,1,1,5-No Boundary walls,5,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,2-No,1,1-Yes,2,2-No,1,1-Yes,2,2-No,2,2-No,1,1-Yes,1,1-Yes,1,1-Yes,2,2-No,0,9,9,0,0,0,0,0,0,0,2,2-No,2-No,2,2-No,9,NA,2,2-No,2,2475569,10,2023-24,110,2008,KISHANGANJ,20100,BAHADURGANJ,PS GOPAL PUR
3-Government,3,2,2,5-No Boundary walls,5,6,1,3,0,0,0,3,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1-Yes,1,1-Yes,1,1-Yes,1,1-Yes,2,2-No,2,2-No,2,2-No,2,2-No,1,1-Yes,2,2-No,0,9,9,0,0,0,0,0,0,0,1,1-Yes,2-No,1,1-Yes,9,NA,2,2-No,2,2458783,10,2023-24,110,2008,KISHANGANJ,20099,DIGHAL BANK,PS SANI DAHIBHAT
2-Rented,2,17,0,1-Pucca,1,17,4,0,7,10,0,0,0,0,0,0,0,0,0,1,3,3,2,2,0,0,2,2,1,1-Yes,1,1-Yes,1,1-Yes,2,2-No,2,2-No,1,1-Yes,1,1-Yes,2,2-No,2,2-No,9,NA,300,9,9,0,0,0,0,0,0,0,2,2-No,2-No,1,1-Yes,9,NA,2,2-No,2,2499259,10,2023-24,110,2008,KISHANGANJ,20101,KOCHADHAMAN,SEEMANCHAL PUBLIC SCHOOL
3-Government,3,0,0,5-No Boundary walls,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,0,0,2,2,1,1-Yes,1,1-Yes,1,1-Yes,2,2-No,2,2-No,1,1-Yes,2,2-No,1,1-Yes,1,1-Yes,1,1-Yes,200,9,9,0,0,0,0,0,0,0,2,2-No,2-No,2,2-No,9,NA,2,2-No,2,2468119,10,2023-24,110,2008,KISHANGANJ,20100,BAHADURGANJ,MS MURMALA
4-Government School in a rent free building,4,5,3,5-No Boundary walls,5,11,1,11,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1-Yes,1,1-Yes,1,1-Yes,1,1-Yes,2,2-No,2,2-No,2,2-No,2,2-No,1,1-Yes,2,2-No,0,9,9,0,0,0,0,0,0,0,2,2-No,2-No,1,1-Yes,9,NA,2,2-No,2,2464808,10,2023-24,110,2008,KISHANGANJ,20095,KISHANGANJ,N.P.S BALIA
3-Government,3,2,2,5-No Boundary walls,5,3,1,3,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,0,0,2,2,1,1-Yes,1,1-Yes,1,1-Yes,1,1-Yes,2,2-No,2,2-No,1,1-Yes,1,1-Yes,2,2-No,9,NA,0,9,9,0,0,0,0,0,0,0,2,2-No,2-No,1,1-Yes,9,NA,2,2-No,2,2453947,10,2023-24,110,2008,KISHANGANJ,20100,BAHADURGANJ,NPS MILIK  GUWABARI GANGI
3-Government,3,2,2,1-Pucca,1,11,7,8,0,0,0,0,0,0,0,3,0,0,0,1,0,0,4,4,0,4,0,4,1,1-Yes,1,1-Yes,1,1-Yes,1,1-Yes,2,2-No,1,1-Yes,1,1-Yes,2,2-No,1,1-Yes,1,1-Yes,650,1,1,0,0,0,20,0,1,1,1,1-Yes,1-Yes,1,1-Yes,9,NA,1,1-Yes,1,2443487,10,2023-24,110,2008,KISHANGANJ,20099,DIGHAL BANK,PROJECT GIRLS HIGH SCHOOL TULSIA
3-Government,3,2,2,1-Pucca,1,5,2,4,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1-Yes,1,1-Yes,1,1-Yes,1,1-Yes,2,2-No,2,2-No,2,2-No,2,2-No,1,1-Yes,2,2-No,0,9,9,0,0,0,0,0,0,0,2,2-No,2-No,1,1-Yes,9,NA,2,2-No,2,2432666,10,2023-24,110,2008,KISHANGANJ,20101,KOCHADHAMAN,P.S BUALDAH NADIPAR
3-Government,3,5,2,1-Pucca,1,10,1,10,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1-Yes,1,1-Yes,2,2-No,2,2-No,2,2-No,2,2-No,2,2-No,2,2-No,1,1-Yes,2,2-No,0,9,9,0,0,0,0,0,0,0,2,2-No,2-No,1,1-Yes,9,NA,2,2-No,2,2432855,10,2023-24,110,2008,KISHANGANJ,20095,KISHANGANJ,PS GOVIND PUR
3-Government,3,2,2,5-No Boundary walls,5,7,2,5,0,0,0,2,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1-Yes,1,1-Yes,1,1-Yes,1,1-Yes,2,2-No,2,2-No,1,1-Yes,2,2-No,1,1-Yes,2,2-No,0,9,9,0,0,0,0,0,0,0,2,2-No,2-No,1,1-Yes,9,NA,2,2-No,2,2469693,10,2023-24,110,2008,KISHANGANJ,20099,DIGHAL BANK,PS SANJAY GANDHI MAIDAN
1-Private,1,3,3,1-Pucca,1,8,0,8,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,1,0,0,1,1,1,1-Yes,1,1-Yes,1,1-Yes,1,1-Yes,2,2-No,1,1-Yes,1,1-Yes,1,1-Yes,1,1-Yes,2,2-No,210,9,9,0,0,0,0,0,0,0,2,2-No,1-Yes,2,2-No,9,NA,2,2-No,1,2431706,10,2023-24,110,2008,KISHANGANJ,20100,BAHADURGANJ,SHAHI PUBLIC SCHOOL
3-Government,3,4,4,1-Pucca,1,20,12,20,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,1,1-Yes,1,1-Yes,1,1-Yes,1,1-Yes,2,2-No,1,1-Yes,1,1-Yes,2,2-No,1,1-Yes,1,1-Yes,700,1,2,0,0,0,20,0,1,1,1,1-Yes,1-Yes,1,1-Yes,9,NA,2,2-No,1,2469692,10,2023-24,110,2008,KISHANGANJ,20099,DIGHAL BANK,PROJECT HIGH SCHOOL DHANTOLA
3-Government,3,2,2,5-No Boundary walls,5,10,0,10,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1-Yes,1,1-Yes,1,1-Yes,1,1-Yes,2,2-No,2,2-No,2,2-No,1,1-Yes,1,1-Yes,2,2-No,250,9,9,0,0,0,0,0,0,0,2,2-No,2-No,2,2-No,9,NA,2,2-No,2,2466588,10,2023-24,110,2008,KISHANGANJ,20100,BAHADURGANJ,MS NATWA PARA
3-Government,3,5,5,5-No Boundary walls,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1-Yes,1,1-Yes,1,1-Yes,2,2-No,2,2-No,2,2-No,1,1-Yes,2,2-No,1,1-Yes,2,2-No,0,9,9,0,0,0,0,0,0,0,2,2-No,2-No,1,1-Yes,9,NA,2,2-No,2,2455051,10,2023-24,110,2008,KISHANGANJ,20098,THAKURGANJ,NPS BALKADOBA
3-Government,3,1,1,1-Pucca,1,3,1,1,0,0,0,2,0,0,0,0,0,0,0,1,2,2,1,1,0,0,2,0,1,1-Yes,1,1-Yes,1,1-Yes,1,1-Yes,2,2-No,2,2-No,1,1-Yes,1,1-Yes,1,1-Yes,2,2-No,0,9,9,0,0,0,0,0,0,0,2,2-No,2-No,2,2-No,9,NA,2,2-No,2,2448080,10,2023-24,110,2008,KISHANGANJ,20101,KOCHADHAMAN,PS BUDHIMARI
4-Government School in a rent free building,4,1,1,5-No Boundary walls,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1-Yes,1,1-Yes,1,1-Yes,2,2-No,2,2-No,2,2-No,1,1-Yes,2,2-No,2,2-No,9,NA,0,9,9,0,0,0,0,0,0,0,2,2-No,2-No,2,2-No,9,NA,2,2-No,2,2432860,10,2023-24,110,2008,KISHANGANJ,20097,POTHIA,NPS MIRAMANI KURSAKATA
3-Government,3,4,4,5-No Boundary walls,5,4,4,4,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1-Yes,1,1-Yes,2,2-No,2,2-No,2,2-No,2,2-No,1,1-Yes,2,2-No,2,2-No,9,NA,0,9,9,0,0,0,0,0,0,0,2,2-No,2-No,1,1-Yes,9,NA,2,2-No,2,2484473,10,2023-24,110,2008,KISHANGANJ,20098,THAKURGANJ,P.S GUTHANIGACHHA
3-Government,3,1,1,1-Pucca,1,7,0,7,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0,0,1,1,1,1-Yes,1,1-Yes,1,1-Yes,3,NA,2,2-No,2,2-No,2,2-No,1,1-Yes,1,1-Yes,2,2-No,80,9,9,0,0,0,0,0,0,0,2,2-No,2-No,2,2-No,9,NA,2,2-No,2,2459879,10,2023-24,110,2008,KISHANGANJ,20100,BAHADURGANJ,PS SARANDA
1-Private,1,3,0,4-Hedges,4,8,1,0,3,5,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1-Yes,1,1-Yes,2,2-No,2,2-No,2,2-No,1,1-Yes,1,1-Yes,2,2-No,2,2-No,9,NA,80,9,9,0,0,0,0,0,0,0,2,2-No,2-No,1,1-Yes,9,NA,2,2-No,2,2486257,10,2023-24,110,2008,KISHANGANJ,20101,KOCHADHAMAN,SHAMS REZA PUBLIC SCHOOL
3-Government,3,2,2,5-No Boundary walls,5,6,2,6,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,2,2-No,1,1-Yes,2,2-No,2,2-No,2,2-No,2,2-No,1,1-Yes,2,2-No,2,2-No,9,NA,0,9,9,0,0,0,0,0,0,0,2,2-No,2-No,1,1-Yes,9,NA,2,2-No,2,2469842,10,2023-24,110,2008,KISHANGANJ,20101,KOCHADHAMAN,PS GWALDANGI
3-Government,3,8,4,5-No Boundary walls,5,13,0,8,0,0,0,2,0,0,0,3,0,0,0,1,1,1,1,1,0,0,1,1,1,1-Yes,1,1-Yes,1,1-Yes,1,1-Yes,2,2-No,2,2-No,2,2-No,2,2-No,1,1-Yes,1,1-Yes,150,9,9,0,0,0,1,0,0,1,2,2-No,2-No,2,2-No,9,NA,2,2-No,2,2453780,10,2023-24,110,2008,KISHANGANJ,20097,POTHIA,MS NAV NADI
3-Government,3,3,3,5-No Boundary walls,5,3,3,3,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1-Yes,1,1-Yes,2,2-No,2,2-No,2,2-No,2,2-No,1,1-Yes,1,1-Yes,2,2-No,9,NA,0,9,9,0,0,0,0,0,0,0,2,2-No,2-No,1,1-Yes,9,NA,2,2-No,2,2483998,10,2023-24,110,2008,KISHANGANJ,20098,THAKURGANJ,NPS BALUBARI HARIJAN TOLA
3-Government,3,3,3,5-No Boundary walls,5,4,1,0,0,0,0,0,0,0,0,3,1,0,0,1,1,1,2,2,0,0,0,1,1,1-Yes,1,1-Yes,1,1-Yes,1,1-Yes,2,2-No,2,2-No,1,1-Yes,2,2-No,1,1-Yes,2,2-No,30,9,9,0,0,0,0,0,0,0,2,2-No,2-No,1,1-Yes,9,NA,2,2-No,2,2441891,10,2023-24,110,2008,KISHANGANJ,20098,THAKURGANJ,NPS MIRBHITTA (UTTAR TOLA)
3-Government,3,3,3,1-Pucca,1,15,3,11,0,0,0,0,0,0,0,4,0,0,0,1,0,0,7,7,0,0,0,7,1,1-Yes,1,1-Yes,2,2-No,2,2-No,2,2-No,1,1-Yes,1,1-Yes,2,2-No,2,2-No,9,NA,1000,2,1,0,0,0,1,0,0,1,2,2-No,2-No,1,1-Yes,9,NA,2,2-No,2,2468865,10,2023-24,110,2008,KISHANGANJ,20101,KOCHADHAMAN,PROJECT KISAN GIRLS HIGH SCHOOL
