bldStatus,bldStatusId,bldBlkTot,bldBlk,bndrywallType,bndryWallTypeId,clsrmsInst,othrooms,clsrmsGd,clsrmsGdPpu,clsrmsGdKuc,clsrmsGdTnt,clsrmsMin,clsrmsMinPpu,clsrmsMinKun,clsrmsMinTnt,clsrmsMaj,clsrmsMajPpu,clsrmsMajKuc,clsrmsMajTnt,toiletYn,toiletb,toiletbFun,toiletg,toiletgFun,toiletbCwsnFun,toiletgCwsnFun,urinalsb,urinalsg,handwashYn,handwashYnDesc,drinkWaterYn,drinkWaterYnDesc,handwashMealYn,handwashMealYnDesc,electricityYn,electricityYnDesc,solarpanelYn,solarpanelYnDesc,libraryYn,libraryYnDesc,playgroundYn,playgroundYnDesc,medchkYn,medchkYnDesc,rampsYn,rampsYnDesc,handrailsYn,handrailsYnDesc,stusHvFurnt,integratedLabYn,tinkeringLabYn,laptopTot,tabletsTot,tabletsFun,desktopFun,digiBoardTot,projectorTot,printerTot,internetYn,internetYnDesc,rainHarvestYnDesc,hmRoomYn,hmRoomYnDesc,ictLabYn,ictLabYnDesc,accessDthYn,accessDthYnDesc,rainHarvestYn,schoolId,yearId,yearDesc,stateId,districtId,districtName,blockId,blockName,schoolName
3-Government,3,1,1,5-No Boundary walls,5,5,0,5,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,0,0,2,2,1,1-Yes,1,1-Yes,1,1-Yes,2,2-No,2,2-No,2,2-No,1,1-Yes,2,2-No,1,1-Yes,1,1-Yes,0,9,9,0,0,0,0,0,0,0,2,2-No,NA,1,1-Yes,9,NA,2,2-No,9,2487600,9,2022-23,110,2008,KISHANGANJ,20100,BAHADURGANJ,NPS JHINGAKATA ISTAMRAR
3-Government,3,2,2,1-Pucca,1,5,0,4,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,1,1,1,1-Yes,1,1-Yes,1,1-Yes,1,1-Yes,2,2-No,1,1-Yes,1,1-Yes,2,2-No,1,1-Yes,2,2-No,0,9,9,0,0,0,0,0,0,0,1,1-Yes,NA,2,2-No,9,NA,2,2-No,9,2480664,9,2022-23,110,2008,KISHANGANJ,20101,KOCHADHAMAN,NPS MASJIDGARH  POKHAR KONA
3-Government,3,2,2,5-No Boundary walls,5,7,0,7,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,3,0,0,1,1,1,1-Yes,1,1-Yes,1,1-Yes,2,2-No,2,2-No,2,2-No,1,1-Yes,2,2-No,2,2-No,9,NA,0,9,9,0,0,0,0,0,0,0,2,2-No,NA,2,2-No,9,NA,2,2-No,9,2420962,9,2022-23,110,2008,KISHANGANJ,20100,BAHADURGANJ,P.S BIRNEA
3-Government,3,2,2,5-No Boundary walls,5,5,0,5,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,0,0,2,2,1,1-Yes,1,1-Yes,1,1-Yes,1,1-Yes,2,2-No,2,2-No,2,2-No,1,1-Yes,1,1-Yes,1,1-Yes,0,9,9,0,0,0,0,0,0,0,2,2-No,NA,2,2-No,9,NA,2,2-No,9,2467348,9,2022-23,110,2008,KISHANGANJ,20100,BAHADURGANJ,PS RANGA MANI
3-Government,3,1,1,5-No Boundary walls,5,3,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1-Yes,1,1-Yes,1,1-Yes,1,1-Yes,2,2-No,1,1-Yes,2,2-No,2,2-No,1,1-Yes,1,1-Yes,0,9,9,0,0,0,0,0,0,0,2,2-No,NA,2,2-No,9,NA,2,2-No,9,2411698,9,2022-23,110,2008,KISHANGANJ,20100,BAHADURGANJ,PS GARGAWON NAYA TOLA
1-Private,1,12,12,7-Partial,7,12,12,12,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1-Yes,1,1-Yes,2,2-No,1,1-Yes,2,2-No,2,2-No,1,1-Yes,2,2-No,2,2-No,9,NA,0,9,9,0,0,0,0,0,0,0,2,2-No,NA,1,1-Yes,9,NA,2,2-No,9,2493544,9,2022-23,110,2008,KISHANGANJ,20098,THAKURGANJ,SARASWATI S A VIDYA MANDIR
3-Government,3,3,3,5-No Boundary walls,5,6,0,6,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,2,2-No,1,1-Yes,1,1-Yes,1,1-Yes,2,2-No,2,2-No,2,2-No,2,2-No,1,1-Yes,1,1-Yes,0,9,9,0,0,0,0,0,0,0,2,2-No,NA,1,1-Yes,9,NA,2,2-No,9,2417871,9,2022-23,110,2008,KISHANGANJ,20097,POTHIA,NPS MASNABASTI
3-Government,3,2,2,5-No Boundary walls,5,6,0,6,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,0,0,2,2,1,1-Yes,1,1-Yes,1,1-Yes,2,2-No,3,NA,1,1-Yes,1,1-Yes,1,1-Yes,2,2-No,9,NA,0,9,9,0,0,0,0,0,0,0,2,2-No,NA,1,1-Yes,9,NA,2,2-No,9,2436347,9,2022-23,110,2008,KISHANGANJ,20100,BAHADURGANJ,NPS RAMPUR
3-Government,3,5,3,5-No Boundary walls,5,14,0,14,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,0,0,2,2,1,1-Yes,1,1-Yes,2,2-No,2,2-No,3,NA,2,2-No,1,1-Yes,2,2-No,2,2-No,9,NA,0,9,9,0,0,0,0,0,0,0,2,2-No,NA,2,2-No,9,NA,2,2-No,9,2450786,9,2022-23,110,2008,KISHANGANJ,20095,KISHANGANJ,MADARSA DARUL HODA PHULWARI BASANTPUR
4-Government School in a rent free building,4,7,5,1-Pucca,1,10,0,10,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1-Yes,1,1-Yes,1,1-Yes,1,1-Yes,2,2-No,2,2-No,2,2-No,2,2-No,1,1-Yes,2,2-No,0,9,9,0,0,0,0,0,0,0,2,2-No,NA,1,1-Yes,9,NA,2,2-No,9,2492809,9,2022-23,110,2008,KISHANGANJ,20095,KISHANGANJ,MADRASA  AMJADYA
5-No building,5,1,1,5-No Boundary walls,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,2,2-No,1,1-Yes,2,2-No,1,1-Yes,2,2-No,1,1-Yes,2,2-No,2,2-No,2,2-No,9,NA,0,9,9,0,0,0,0,0,0,0,2,2-No,NA,2,2-No,9,NA,2,2-No,9,2483111,9,2022-23,110,2008,KISHANGANJ,20097,POTHIA,N.P.S BADHAI TOLA
3-Government,3,1,1,5-No Boundary walls,5,3,0,1,0,0,0,0,0,0,0,2,0,0,0,1,1,1,1,1,0,0,1,1,2,2-No,1,1-Yes,2,2-No,1,1-Yes,2,2-No,2,2-No,2,2-No,2,2-No,1,1-Yes,1,1-Yes,0,9,9,0,0,0,0,0,0,0,2,2-No,NA,2,2-No,9,NA,2,2-No,9,2414882,9,2022-23,110,2008,KISHANGANJ,20097,POTHIA,NPS  JHOL KHUWA  DANGA PARA
3-Government,3,1,1,5-No Boundary walls,5,5,0,5,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,1,0,0,1,1,1,1-Yes,1,1-Yes,1,1-Yes,2,2-No,2,2-No,1,1-Yes,1,1-Yes,1,1-Yes,1,1-Yes,1,1-Yes,0,9,9,0,0,0,0,0,0,0,2,2-No,NA,2,2-No,9,NA,2,2-No,9,2443488,9,2022-23,110,2008,KISHANGANJ,20100,BAHADURGANJ,PS BIRNIYA GIRL
3-Government,3,2,2,5-No Boundary walls,5,7,0,7,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1-Yes,1,1-Yes,1,1-Yes,2,2-No,2,2-No,1,1-Yes,2,2-No,2,2-No,1,1-Yes,1,1-Yes,50,9,9,0,0,0,0,0,0,0,2,2-No,NA,2,2-No,9,NA,2,2-No,9,2437385,9,2022-23,110,2008,KISHANGANJ,20100,BAHADURGANJ,PS GARGAW PHOOLWAN AADWASI TOLA (BEP)
3-Government,3,6,6,5-No Boundary walls,5,6,6,6,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1-Yes,1,1-Yes,2,2-No,2,2-No,2,2-No,2,2-No,1,1-Yes,2,2-No,2,2-No,9,NA,0,9,9,0,0,0,0,0,0,0,2,2-No,NA,1,1-Yes,9,NA,2,2-No,9,2438596,9,2022-23,110,2008,KISHANGANJ,20098,THAKURGANJ,PS RANIGANJ DASTUR
3-Government,3,5,3,1-Pucca,1,15,0,15,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,3,0,0,3,3,1,1-Yes,1,1-Yes,2,2-No,2,2-No,2,2-No,2,2-No,2,2-No,2,2-No,1,1-Yes,2,2-No,0,9,9,0,0,0,0,0,0,0,2,2-No,NA,1,1-Yes,2,2-No,2,2-No,9,2410014,9,2022-23,110,2008,KISHANGANJ,20095,KISHANGANJ,SARDAR GOPAL SINGH M.S
3-Government,3,3,3,1-Pucca,1,7,0,5,0,0,0,0,0,0,0,2,0,0,0,1,1,1,2,2,0,0,1,1,2,2-No,1,1-Yes,2,2-No,1,1-Yes,2,2-No,1,1-Yes,2,2-No,2,2-No,2,2-No,9,NA,60,9,9,0,0,0,0,0,0,0,2,2-No,NA,2,2-No,1,1-Yes,2,2-No,9,2438905,9,2022-23,110,2008,KISHANGANJ,20097,POTHIA,UMS  KHAJUR BARI
3-Government,3,4,2,1-Pucca,1,10,0,10,0,0,0,0,0,0,0,0,0,0,0,1,3,3,2,2,0,0,2,2,1,1-Yes,1,1-Yes,2,2-No,2,2-No,2,2-No,2,2-No,2,2-No,2,2-No,1,1-Yes,2,2-No,300,1,2,0,0,0,0,0,0,0,2,2-No,NA,1,1-Yes,9,NA,2,2-No,9,2410062,9,2022-23,110,2008,KISHANGANJ,20095,KISHANGANJ,MADRASA ANJUMAN ISLAMIA KNE
3-Government,3,2,2,2-Pucca but Broken,2,5,0,5,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1-Yes,1,1-Yes,2,2-No,2,2-No,2,2-No,2,2-No,1,1-Yes,2,2-No,2,2-No,9,NA,0,9,9,0,0,0,0,0,0,0,2,2-No,NA,2,2-No,9,NA,2,2-No,9,2477006,9,2022-23,110,2008,KISHANGANJ,20101,KOCHADHAMAN,NPS BAGALBARI HAATTOLA
3-Government,3,1,1,1-Pucca,1,6,0,6,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1-Yes,1,1-Yes,2,2-No,1,1-Yes,2,2-No,2,2-No,1,1-Yes,2,2-No,2,2-No,9,NA,0,9,9,0,0,0,0,0,0,0,2,2-No,NA,2,2-No,9,NA,2,2-No,9,2489644,9,2022-23,110,2008,KISHANGANJ,20101,KOCHADHAMAN,NPS KABIYA TOLA BOHITA
3-Government,3,1,1,5-No Boundary walls,5,5,0,5,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1-Yes,1,1-Yes,1,1-Yes,2,2-No,2,2-No,2,2-No,2,2-No,2,2-No,2,2-No,9,NA,0,9,9,0,0,0,0,0,0,0,2,2-No,NA,2,2-No,9,NA,2,2-No,9,2468113,9,2022-23,110,2008,KISHANGANJ,20097,POTHIA,NPS  MATIGARA
3-Government,3,1,1,5-No Boundary walls,5,6,0,6,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,0,0,1,1,1,1-Yes,1,1-Yes,1,1-Yes,1,1-Yes,1,1-Yes,2,2-No,2,2-No,2,2-No,1,1-Yes,1,1-Yes,0,9,9,0,0,0,0,0,0,0,2,2-No,NA,2,2-No,9,NA,2,2-No,9,2487672,9,2022-23,110,2008,KISHANGANJ,20100,BAHADURGANJ,PS BIRPUR
3-Government,3,5,5,5-No Boundary walls,5,5,0,5,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1-Yes,1,1-Yes,1,1-Yes,1,1-Yes,2,2-No,2,2-No,1,1-Yes,2,2-No,1,1-Yes,1,1-Yes,30,9,9,0,0,0,0,0,0,0,2,2-No,NA,1,1-Yes,9,NA,2,2-No,9,2436348,9,2022-23,110,2008,KISHANGANJ,20100,BAHADURGANJ,NPS RAMPUR UTTAR TOLA
3-Government,3,1,1,1-Pucca,1,10,0,5,0,0,0,0,0,0,0,5,0,0,0,1,1,1,1,1,0,0,1,1,1,1-Yes,1,1-Yes,2,2-No,2,2-No,3,NA,2,2-No,1,1-Yes,2,2-No,2,2-No,9,NA,0,9,9,0,0,0,0,0,0,0,2,2-No,NA,2,2-No,9,NA,2,2-No,9,2436267,9,2022-23,110,2008,KISHANGANJ,20096,TERHA GACHH,PS GARRATOLI
3-Government,3,1,1,1-Pucca,1,4,0,2,0,0,0,0,0,0,0,2,0,0,0,1,1,1,1,1,0,0,2,1,1,1-Yes,1,1-Yes,1,1-Yes,1,1-Yes,2,2-No,2,2-No,1,1-Yes,2,2-No,2,2-No,9,NA,0,9,9,0,0,0,0,0,0,0,2,2-No,NA,2,2-No,9,NA,2,2-No,9,2457276,9,2022-23,110,2008,KISHANGANJ,20101,KOCHADHAMAN,PS RASUL GANJ
3-Government,3,10,10,1-Pucca,1,10,10,10,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,1,1-Yes,1,1-Yes,2,2-No,2,2-No,2,2-No,2,2-No,1,1-Yes,2,2-No,2,2-No,9,NA,80,9,9,0,0,0,0,0,0,0,2,2-No,NA,1,1-Yes,2,2-No,2,2-No,9,2435041,9,2022-23,110,2008,KISHANGANJ,20098,THAKURGANJ,U.M.S.BESARBATI
1-Private,1,2,0,4-Hedges,4,5,1,0,3,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0,0,1,1,1,1-Yes,1,1-Yes,1,1-Yes,1,1-Yes,2,2-No,2,2-No,1,1-Yes,2,2-No,2,2-No,9,NA,200,9,9,1,0,0,0,0,0,1,1,1-Yes,NA,1,1-Yes,9,NA,2,2-No,9,2409544,9,2022-23,110,2008,KISHANGANJ,20099,DIGHAL BANK,SARSWATI SHIKSHA NIKETAN DHANTOLA
3-Government,3,5,3,7-Partial,7,10,0,10,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,0,0,2,2,2,2-No,1,1-Yes,1,1-Yes,1,1-Yes,3,NA,2,2-No,2,2-No,2,2-No,1,1-Yes,2,2-No,0,9,9,0,0,0,0,0,0,0,2,2-No,NA,1,1-Yes,2,2-No,2,2-No,9,2433611,9,2022-23,110,2008,KISHANGANJ,20095,KISHANGANJ,UMS GHAT BABHAN TOLI
3-Government,3,3,3,5-No Boundary walls,5,3,3,3,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1-Yes,1,1-Yes,2,2-No,2,2-No,2,2-No,2,2-No,1,1-Yes,2,2-No,2,2-No,9,NA,0,9,9,0,0,0,0,0,0,0,2,2-No,NA,1,1-Yes,9,NA,2,2-No,9,2417876,9,2022-23,110,2008,KISHANGANJ,20098,THAKURGANJ,NPS MATIKHURA
3-Government,3,3,3,1-Pucca,1,6,0,3,0,0,0,1,0,0,0,2,0,0,0,1,1,1,1,1,0,0,1,1,1,1-Yes,1,1-Yes,2,2-No,2,2-No,2,2-No,2,2-No,1,1-Yes,2,2-No,2,2-No,9,NA,40,9,9,0,0,0,0,0,0,0,2,2-No,NA,1,1-Yes,9,NA,2,2-No,9,2413300,9,2022-23,110,2008,KISHANGANJ,20101,KOCHADHAMAN,MADARSA DARUL HUDA MOUZA BARI
3-Government,3,4,4,5-No Boundary walls,5,10,0,10,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1-Yes,1,1-Yes,1,1-Yes,1,1-Yes,2,2-No,1,1-Yes,1,1-Yes,1,1-Yes,1,1-Yes,2,2-No,70,2,2,0,0,0,0,0,0,0,2,2-No,NA,2,2-No,9,NA,2,2-No,9,2488901,9,2022-23,110,2008,KISHANGANJ,20100,BAHADURGANJ,MADRASA ANWARUL GHAZIA PLASMANI
3-Government,3,1,1,2-Pucca but Broken,2,3,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,2,2-No,1,1-Yes,2,2-No,1,1-Yes,2,2-No,2,2-No,2,2-No,2,2-No,2,2-No,9,NA,0,9,9,0,0,0,0,0,0,0,2,2-No,NA,2,2-No,9,NA,2,2-No,9,2416695,9,2022-23,110,2008,KISHANGANJ,20097,POTHIA,NPS BAGAL BARI HARIJAN TOLA
3-Government,3,2,2,2-Pucca but Broken,2,6,0,4,0,0,0,2,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,2,2-No,1,1-Yes,1,1-Yes,1,1-Yes,2,2-No,2,2-No,1,1-Yes,1,1-Yes,2,2-No,9,NA,0,9,9,0,0,0,0,0,0,0,2,2-No,NA,1,1-Yes,9,NA,2,2-No,9,2422226,9,2022-23,110,2008,KISHANGANJ,20101,KOCHADHAMAN,NPS KACHAN
3-Government,3,5,5,5-No Boundary walls,5,5,0,3,0,0,0,2,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,2,2-No,1,1-Yes,1,1-Yes,1,1-Yes,2,2-No,2,2-No,1,1-Yes,2,2-No,2,2-No,9,NA,0,9,9,0,0,0,0,0,0,0,2,2-No,NA,2,2-No,9,NA,2,2-No,9,2488098,9,2022-23,110,2008,KISHANGANJ,20097,POTHIA,PS  BIRPUR DEVI  ASTHAN
3-Government,3,1,1,2-Pucca but Broken,2,5,0,3,0,0,0,2,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1-Yes,1,1-Yes,2,2-No,3,NA,3,NA,2,2-No,1,1-Yes,2,2-No,2,2-No,9,NA,0,9,9,0,0,0,0,0,0,0,2,2-No,NA,2,2-No,9,NA,2,2-No,9,2443227,9,2022-23,110,2008,KISHANGANJ,20101,KOCHADHAMAN,NPS ROHANIA
3-Government,3,1,1,2-Pucca but Broken,2,5,1,2,0,0,0,3,0,0,0,0,0,0,0,1,1,1,2,2,0,0,1,2,1,1-Yes,1,1-Yes,1,1-Yes,1,1-Yes,2,2-No,1,1-Yes,2,2-No,2,2-No,1,1-Yes,1,1-Yes,0,9,9,0,0,0,0,0,0,0,2,2-No,NA,1,1-Yes,9,NA,2,2-No,9,2456532,9,2022-23,110,2008,KISHANGANJ,20099,DIGHAL BANK,PS GIRI TOLA PANCHGACHHI
3-Government,3,1,1,5-No Boundary walls,5,8,0,6,0,0,0,0,0,0,0,2,0,0,0,1,1,1,1,1,0,0,1,1,2,2-No,1,1-Yes,2,2-No,1,1-Yes,2,2-No,2,2-No,2,2-No,2,2-No,2,2-No,9,NA,0,9,9,0,0,0,0,0,0,0,2,2-No,NA,2,2-No,9,NA,2,2-No,9,2430362,9,2022-23,110,2008,KISHANGANJ,20097,POTHIA,PS RATAN PUR
3-Government,3,13,13,5-No Boundary walls,5,10,0,10,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1-Yes,1,1-Yes,1,1-Yes,1,1-Yes,2,2-No,1,1-Yes,2,2-No,2,2-No,1,1-Yes,2,2-No,0,9,9,0,0,0,0,0,0,0,2,2-No,NA,1,1-Yes,9,NA,2,2-No,9,2410047,9,2022-23,110,2008,KISHANGANJ,20100,BAHADURGANJ,SARSWATI SHISHU MANDIR SUBHASH NAGAR
3-Government,3,3,3,1-Pucca,1,10,0,8,0,0,0,0,0,0,0,2,0,0,0,1,1,1,1,1,0,0,1,1,2,2-No,1,1-Yes,2,2-No,1,1-Yes,2,2-No,2,2-No,2,2-No,2,2-No,2,2-No,9,NA,100,9,9,0,0,0,0,0,0,0,2,2-No,NA,2,2-No,2,2-No,2,2-No,9,2451233,9,2022-23,110,2008,KISHANGANJ,20097,POTHIA,UMS  CHICHUA  BARI
3-Government,3,2,2,5-No Boundary walls,5,6,0,6,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1-Yes,1,1-Yes,1,1-Yes,1,1-Yes,2,2-No,2,2-No,2,2-No,2,2-No,2,2-No,9,NA,0,9,9,0,0,0,0,0,0,0,2,2-No,NA,1,1-Yes,9,NA,2,2-No,9,2443972,9,2022-23,110,2008,KISHANGANJ,20100,BAHADURGANJ,MADRASA ANWARUL ISLAM JAMA MASJID GANGI HAT
3-Government,3,3,3,1-Pucca,1,9,2,9,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1-Yes,1,1-Yes,1,1-Yes,1,1-Yes,2,2-No,1,1-Yes,1,1-Yes,2,2-No,1,1-Yes,1,1-Yes,300,2,2,0,0,0,0,0,0,0,1,1-Yes,NA,2,2-No,9,NA,2,2-No,9,2470113,9,2022-23,110,2008,KISHANGANJ,20096,TERHA GACHH,MADARSA DARUL ISLAM MALI TOLA MATIYARI
3-Government,3,2,2,5-No Boundary walls,5,5,0,5,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,0,0,1,1,1,1-Yes,1,1-Yes,1,1-Yes,2,2-No,2,2-No,2,2-No,2,2-No,2,2-No,1,1-Yes,1,1-Yes,0,9,9,0,0,0,0,0,0,0,2,2-No,NA,1,1-Yes,9,NA,2,2-No,9,2488906,9,2022-23,110,2008,KISHANGANJ,20100,BAHADURGANJ,NPS BAIRGACHHI
3-Government,3,1,1,5-No Boundary walls,5,8,1,3,0,0,0,3,0,0,0,2,0,0,0,1,1,1,1,1,0,0,1,1,1,1-Yes,1,1-Yes,1,1-Yes,1,1-Yes,2,2-No,2,2-No,1,1-Yes,2,2-No,1,1-Yes,1,1-Yes,70,9,9,0,0,0,0,0,0,0,1,1-Yes,NA,1,1-Yes,9,NA,2,2-No,9,2424440,9,2022-23,110,2008,KISHANGANJ,20099,DIGHAL BANK,NPS KACHNA STATE TOLA PATHER GHATTI
3-Government,3,0,0,5-No Boundary walls,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1-Yes,1,1-Yes,2,2-No,2,2-No,2,2-No,2,2-No,2,2-No,2,2-No,1,1-Yes,2,2-No,0,9,9,0,0,0,0,0,0,0,2,2-No,NA,1,1-Yes,9,NA,2,2-No,9,2464626,9,2022-23,110,2008,KISHANGANJ,20095,KISHANGANJ,N.P.S RUIDHASA DAKSHIN
3-Government,3,2,2,1-Pucca,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1-Yes,1,1-Yes,2,2-No,2,2-No,2,2-No,2,2-No,1,1-Yes,2,2-No,2,2-No,9,NA,0,9,9,0,0,0,0,0,0,0,2,2-No,NA,1,1-Yes,9,NA,2,2-No,9,2484476,9,2022-23,110,2008,KISHANGANJ,20098,THAKURGANJ,NPS MATINTOLA
3-Government,3,2,2,5-No Boundary walls,5,5,0,3,0,0,0,0,0,0,0,2,0,0,0,1,1,1,0,0,0,0,0,0,2,2-No,1,1-Yes,1,1-Yes,3,NA,2,2-No,2,2-No,1,1-Yes,2,2-No,2,2-No,9,NA,0,9,9,0,0,0,0,0,0,0,2,2-No,NA,2,2-No,9,NA,2,2-No,9,2412451,9,2022-23,110,2008,KISHANGANJ,20101,KOCHADHAMAN,PS BIRWA RAFIQUETOLA
3-Government,3,1,1,5-No Boundary walls,5,5,0,3,0,0,0,2,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,2,2-No,1,1-Yes,1,1-Yes,1,1-Yes,2,2-No,2,2-No,2,2-No,2,2-No,2,2-No,9,NA,0,9,9,0,0,0,0,0,0,0,2,2-No,NA,2,2-No,9,NA,2,2-No,9,2473844,9,2022-23,110,2008,KISHANGANJ,20097,POTHIA,PS GOA BARI
3-Government,3,7,5,5-No Boundary walls,5,12,0,12,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1-Yes,1,1-Yes,2,2-No,2,2-No,2,2-No,2,2-No,2,2-No,2,2-No,1,1-Yes,2,2-No,0,9,9,0,0,0,0,0,0,0,2,2-No,NA,1,1-Yes,9,NA,2,2-No,9,2453514,9,2022-23,110,2008,KISHANGANJ,20095,KISHANGANJ,PS RUIDHASA
1-Private,1,2,2,1-Pucca,1,28,0,28,0,0,0,0,0,0,0,0,0,0,0,1,40,40,30,30,0,0,16,10,1,1-Yes,1,1-Yes,1,1-Yes,1,1-Yes,2,2-No,1,1-Yes,1,1-Yes,1,1-Yes,2,2-No,9,NA,850,1,1,3,0,0,23,0,2,5,1,1-Yes,NA,1,1-Yes,9,NA,2,2-No,9,2405430,9,2022-23,110,2008,KISHANGANJ,20095,KISHANGANJ,SARSWATI VIDYA MANDIR
3-Government,3,1,1,2-Pucca but Broken,2,7,0,5,0,0,0,0,0,0,0,2,0,0,0,1,1,1,1,1,0,0,1,1,2,2-No,1,1-Yes,2,2-No,2,2-No,1,1-Yes,1,1-Yes,2,2-No,2,2-No,2,2-No,9,NA,0,9,9,0,0,0,0,0,0,0,2,2-No,NA,2,2-No,9,NA,2,2-No,9,2472554,9,2022-23,110,2008,KISHANGANJ,20097,POTHIA,PS GOGNATI
3-Government,3,2,2,2-Pucca but Broken,2,9,0,3,0,0,0,1,0,0,0,5,0,0,0,1,1,1,1,1,0,0,1,1,1,1-Yes,1,1-Yes,1,1-Yes,2,2-No,2,2-No,2,2-No,1,1-Yes,2,2-No,2,2-No,9,NA,100,2,2,0,0,0,0,0,0,0,2,2-No,NA,1,1-Yes,9,NA,2,2-No,9,2410992,9,2022-23,110,2008,KISHANGANJ,20101,KOCHADHAMAN,MADARSA DARUL  ULOOM AJIMIYA NAURANGA
3-Government,3,4,3,2-Pucca but Broken,2,6,0,4,0,0,0,2,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1-Yes,1,1-Yes,1,1-Yes,1,1-Yes,2,2-No,2,2-No,1,1-Yes,2,2-No,2,2-No,9,NA,0,9,9,0,0,0,1,0,1,1,1,1-Yes,NA,2,2-No,9,NA,2,2-No,9,2465084,9,2022-23,110,2008,KISHANGANJ,20099,DIGHAL BANK,MADRASA ANWARUL  ULOOM BETBARI
3-Government,3,1,1,5-No Boundary walls,5,3,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,2,2-No,1,1-Yes,1,1-Yes,2,2-No,2,2-No,2,2-No,2,2-No,2,2-No,1,1-Yes,2,2-No,0,9,9,0,0,0,0,0,0,0,2,2-No,NA,1,1-Yes,9,NA,2,2-No,9,2437233,9,2022-23,110,2008,KISHANGANJ,20100,BAHADURGANJ,NPS BAISA JUREL
3-Government,3,1,1,5-No Boundary walls,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1-Yes,1,1-Yes,2,2-No,2,2-No,2,2-No,2,2-No,1,1-Yes,2,2-No,1,1-Yes,2,2-No,0,9,9,0,0,0,0,0,0,0,2,2-No,NA,2,2-No,9,NA,2,2-No,9,2420302,9,2022-23,110,2008,KISHANGANJ,20100,BAHADURGANJ,N.P.S KAIMBASTI BAGICHA
3-Government,3,2,2,7-Partial,7,5,0,2,0,0,0,0,0,0,0,3,0,0,0,1,0,0,1,1,0,0,0,1,1,1-Yes,1,1-Yes,1,1-Yes,1,1-Yes,2,2-No,1,1-Yes,2,2-No,2,2-No,1,1-Yes,2,2-No,18,9,9,0,0,0,0,0,0,0,2,2-No,NA,2,2-No,9,NA,2,2-No,9,2465603,9,2022-23,110,2008,KISHANGANJ,20101,KOCHADHAMAN,NPS MATIN TOLA GARGAON
